"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"metabat2.24.faa_10044_pilon_1",2.94486323217119,3.94649100384959,3.25591730978613,1.2555045403606,2.70729011528352,1.38026500840655,0,1.81240414796973,0,2.28954700662109,1.37233712241239,1.37888161069811,0,1.13405569107,1.22716188302927,1.37852514454063,0.871722465490016,0
"metabat2.24.faa_10044_pilon_2",2.3100800643211,0,2.84337928303589,0,0,0,0,2.12091411435107,2.22754846486224,2.11551627534452,0.613184672826331,1.37888161069811,1.8995847252978,2.80193319343649,2.32860093508335,2.07040606851364,3.08212631861206,0
"metabat2.24.faa_10044_pilon_3",3.5805891011676,2.20300036728693,3.45657193650347,1.2555045403606,1.07463388398114,1.38026500840655,0,0.877684305671188,0,4.27306664324796,2.23493794599072,3.51151037550988,0,0,1.88053661002483,1.37852514454063,0,0
"metabat2.24.faa_10044_pilon_4",4.37820155076281,4.24958154020336,4.51456719165262,3.89482387403864,4.04322420255355,3.40857207421738,2.68866930177371,4.27971794181594,0,3.78431839881127,3.53513741033974,3.70099466373172,3.20056297139187,2.53081846735655,1.22716188302927,1.37852514454063,3.34032144816514,2.55596770551746
"metabat2.24.faa_10044_pilon_5",0.93631933579074,1.48654940924806,1.27825818401874,0,1.68364032805668,0,0,0,0,0.63744805478321,1.37233712241239,0.848264129226689,1.24216279866096,0,0,0,0,2.08873359730476
"metabat2.24.faa_10044_pilon_6",5.5727572801084,5.80649102619466,4.83586783679181,0,0,0,0,0,0,2.28954700662109,2.87884004619903,1.37888161069811,0,0,0,0,0,0
"metabat2.24.faa_10232_pilon_1",2.69640320502324,3.03715697442224,3.10474785509231,1.2555045403606,0,0,0,2.12091411435107,0,4.50254887558488,1.37233712241239,4.49882545329881,1.24216279866096,0,1.88053661002483,1.37852514454063,2.11082596850567,2.08873359730476
"metabat2.24.faa_10232_pilon_2",4.07351384376297,4.02843887364018,4.38932142381402,0,0,2.07255987179682,1.49350808575073,0.877684305671188,0,2.28954700662109,2.65450901786809,1.37888161069811,0,0,1.22716188302927,0,0,0
"metabat2.24.faa_10232_pilon_3",4.49970621574645,4.38017359748663,4.68414364359184,1.2555045403606,0,0,0,0,1.50674783198746,2.58500481342506,2.77103042427778,2.07084739360083,0,1.13405569107,0,1.37852514454063,0,1.39334621634112
"metabat2.24.faa_10232_pilon_4",3.34147323935447,3.18742065724537,3.39273840699179,0,0,0,0,0.877684305671188,0,0,1.0421288902866,0.848264129226689,0,0,0,0,0,1.39334621634112
"metabat2.24.faa_10232_pilon_5",3.46597946744488,2.86940329128065,2.63846439291889,2.98869041257571,3.12817997809224,0,2.21146594111395,3.22870119736802,3.59097609614583,2.28954700662109,2.77103042427778,3.03615178975664,2.34953138165297,1.76107127512908,2.94585108655787,1.37852514454063,3.7492869353783,0
"metabat2.24.faa_10261_pilon_1",0,0,0.560864810394164,0,0,0,1.49350808575073,0,0,1.07802923595865,0,0,0,1.13405569107,0,0,0,0
"metabat2.24.faa_10261_pilon_10",1.49941461175216,0,1.75521494494481,1.2555045403606,0,0,0,0,0,0,1.8671691358828,0,1.24216279866096,1.76107127512908,0,0,0.871722465490016,0
"metabat2.24.faa_10261_pilon_2",2.01630595334127,0.926826668975495,1.53635776314658,1.2555045403606,2.1105511811361,1.38026500840655,0,0,1.50674783198746,1.41506923392312,2.23493794599072,1.76595913572365,1.24216279866096,2.53081846735655,0,0,2.36435711951924,1.39334621634112
"metabat2.24.faa_10261_pilon_3",1.49941461175216,0,1.53635776314658,1.2555045403606,1.68364032805668,0,3.0466504527169,0.877684305671188,2.22754846486224,2.44482629186464,0.613184672826331,0.848264129226689,1.24216279866096,0,1.88053661002483,0,0.871722465490016,2.08873359730476
"metabat2.24.faa_10261_pilon_4",1.49941461175216,0,0.560864810394164,1.2555045403606,2.9330296507758,0,1.49350808575073,2.3749332632746,0,2.58500481342506,1.8671691358828,2.07084739360083,0,1.13405569107,1.88053661002483,2.07040606851364,2.11082596850567,0
"metabat2.24.faa_10261_pilon_5",0.686247918763684,0.926826668975495,0,0,0,0,0,0,0,1.41506923392312,0,0,0,1.13405569107,0,0,0,0
