"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"vamb.403.faa_10008_pilon_12",0,1.64107055338476,0,0.76457936047798,0,0,1.2879967067139,0,0,0,0,0,1.97562407221881,0.510496686237825,0,0,0,0
"vamb.403.faa_10008_pilon_14",0,0,1.95315715576468,1.26168075569308,0,0,0.783199922389183,1.11870728121604,0,1.7322511644592,0,0,1.30246041269312,1.64279523944278,0,0,0,0
"vamb.403.faa_10008_pilon_15",1.01234775934861,2.38900057861301,1.95315715576468,1.26168075569308,0,1.24763071186397,0.783199922389183,0,0,2.16468579397049,0,0,1.30246041269312,2.88129424915319,0,1.08900141033883,2.38227900854485,0
"vamb.403.faa_10008_pilon_17",2.01848223301059,1.04228428283217,1.54340016001962,6.32772807168187,1.81621980387354,1.24763071186397,3.56244464794577,4.02057331083926,0,1.11185210120909,0,1.25545146955729,1.67795355379692,5.22922209102275,1.40092822139285,2.95672663462649,2.59844051458115,0
"vamb.403.faa_10008_pilon_18",0,2.65476312130831,0,2.0513497113532,0,0,1.95745958677022,1.74116326857801,0,0,2.26929200775525,1.25545146955729,1.30246041269312,1.98978710454824,0,1.70245136318774,1.42515779580858,1.28568890290131
"vamb.403.faa_10008_pilon_2",0,0,0,2.16811985219611,0,0,0,0,0,0,0,0,0,0,0,0,0.881836366655412,0
"vamb.403.faa_10008_pilon_23",0,1.64107055338476,0,3.56468986916338,2.25772237983654,1.24763071186397,1.95745958677022,1.74116326857801,0,0,0,0,1.67795355379692,3.94807549561107,0,2.13152438578245,2.12792291957517,1.95455696815699
"vamb.403.faa_10008_pilon_24",0,0,0.968941035137159,2.6419065309673,1.81621980387354,0,0,0,0,0,0,0,2.22225716189731,1.8266982792132,0,1.08900141033883,0,0
"vamb.403.faa_10008_pilon_4",1.60140280606848,2.38900057861301,1.54340016001962,1.45795484638937,0,0,0.783199922389183,0,0,0,1.18499219223673,0,1.30246041269312,1.64279523944278,0,2.13152438578245,0,1.28568890290131
"vamb.403.faa_10008_pilon_6",1.01234775934861,2.38900057861301,0.968941035137159,1.26168075569308,2.59529958140156,0,0,1.11870728121604,0,1.11185210120909,1.8266982792132,0,1.30246041269312,1.64279523944278,0,0,0,0
"vamb.403.faa_10098_pilon_1",0,0,0,1.92428933349629,1.17682461159979,0,0,1.74116326857801,1.21637604119502,0,1.18499219223673,0,0,1.8266982792132,0,1.08900141033883,1.42515779580858,1.95455696815699
"vamb.403.faa_10098_pilon_11",0,0,0.968941035137159,1.45795484638937,0,0,1.2879967067139,0,0,1.11185210120909,0,0,0,2.50333500018359,0,0,1.42515779580858,0
"vamb.403.faa_10098_pilon_13",0,0,0.968941035137159,0.432357941788506,0,0,1.95745958677022,0,0,0,0,0,0.793476292102661,0.886808497904202,0,2.13152438578245,1.42515779580858,0
"vamb.403.faa_10098_pilon_14",3.83020300672884,3.77755978341051,3.52750031073543,3.28331915376484,0,3.58449253668466,3.27072697522778,2.17458833109022,2.65408998745155,0,2.60750468542498,2.9886105967969,5.14822454346574,4.16845124851591,2.09809226289587,4.33367748767945,4.51794983790619,0
"vamb.403.faa_10098_pilon_15",2.3416340987076,3.53541343105718,3.64256752662835,0.76457936047798,1.17682461159979,1.90651463662754,3.03728333088112,1.11870728121604,1.21637604119502,0,1.8266982792132,1.25545146955729,4.42833560357108,2.50333500018359,1.40092822139285,3.15232491914314,2.78639468192614,1.28568890290131
"vamb.403.faa_10098_pilon_16",1.01234775934861,3.53541343105718,1.95315715576468,1.26168075569308,0,1.24763071186397,1.2879967067139,1.74116326857801,0,0,0,0,2.92584992054367,1.98978710454824,0,0,0.881836366655412,0
"vamb.403.faa_10098_pilon_17",2.3416340987076,3.39716956108155,3.11423813953128,1.92428933349629,0,2.35713936146616,2.75863359974758,1.11870728121604,1.21637604119502,0,0,1.91641433060688,4.2728552486724,3.82382648179453,0,2.95672663462649,2.59844051458115,0
"vamb.403.faa_10098_pilon_18",0,1.64107055338476,0.968941035137159,1.92428933349629,0,0,1.66121655080127,0,0,0,1.18499219223673,0,1.30246041269312,0.886808497904202,0,0,0.881836366655412,0
"vamb.403.faa_10098_pilon_19",1.60140280606848,2.65476312130831,0,1.45795484638937,0,0,1.2879967067139,1.11870728121604,0,1.7322511644592,1.18499219223673,1.25545146955729,1.97562407221881,1.43197707261965,2.09809226289587,1.08900141033883,0,0
"vamb.403.faa_10098_pilon_2",2.3416340987076,2.06297058102452,0,2.16811985219611,2.86867320919008,0,2.5961255941521,0,0,1.11185210120909,1.8266982792132,0,0,2.88129424915319,0,1.08900141033883,1.42515779580858,0
"vamb.403.faa_10098_pilon_20",3.02153971585657,4.4012367718069,3.74913120790117,2.55878734043407,3.29653140019047,1.24763071186397,2.41296096470834,1.11870728121604,1.21637604119502,0,4.50153900995217,4.91340588364225,3.90030370445328,3.03864500320022,0,3.4783773734998,2.38227900854485,0
"vamb.403.faa_10098_pilon_21",2.01848223301059,2.87910105814381,1.54340016001962,0.76457936047798,1.17682461159979,0,0.783199922389183,1.11870728121604,1.21637604119502,1.11185210120909,2.26929200775525,1.25545146955729,2.22225716189731,1.18499219223673,0,2.73038717723524,1.42515779580858,0
"vamb.403.faa_10098_pilon_22",1.01234775934861,1.04228428283217,1.54340016001962,0,0,0,0.783199922389183,0,0,0,0,1.25545146955729,2.22225716189731,0.886808497904202,0,0,0,1.28568890290131
"vamb.403.faa_10098_pilon_23",2.3416340987076,0,3.26553136388343,1.0344354068922,0,0,0.783199922389183,1.11870728121604,0,0,2.26929200775525,2.71142307902046,3.29262716597645,2.13629783790314,0,0,0,1.28568890290131
"vamb.403.faa_10098_pilon_24",1.60140280606848,2.65476312130831,0,3.68715792022856,0,1.24763071186397,1.66121655080127,2.17458833109022,0,2.76683813409202,1.18499219223673,0,0.793476292102661,3.4282003692694,0,1.08900141033883,3.10172977183712,0
"vamb.403.faa_10098_pilon_25",0,0,1.54340016001962,1.63069611569363,0,2.70000591062007,0,1.11870728121604,1.86680754303688,0,0,0,0,3.03864500320022,0,1.70245136318774,1.42515779580858,0
"vamb.403.faa_10098_pilon_27",0,0,0,0.76457936047798,0,0,1.2879967067139,0,0,1.11185210120909,0,0,0,0,0,0,0,0
