"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"vamb.501.faa_17792_pilon_10",1.64977471949574,0,0,0,0,0,0,1.3800673834383,0,0,0,0,0.874578805164652,0,1.98628777989381,0,0,0
"vamb.501.faa_18063_pilon_1",1.04888008201585,0,0,1.18143574140288,0,1.84776343566557,0,0,0,0,0,0,0.50257131558341,0,0,0,0,0
"vamb.501.faa_19391_pilon_4",0,0,0,0,1.13971010744593,1.20145114803555,0,0,0,0,0,0,0.50257131558341,0.295641296883562,0.799535333528847,0,0,0
"vamb.501.faa_22958_pilon_2",0,0,0,1.82213764650291,1.48802708877093,0,0,0,0,0,0,0,0,1.37407309572035,1.31096876494383,0,0,0
"vamb.501.faa_22958_pilon_3",0,0,1.28131501133032,2.87580339361936,1.48802708877093,0,0,0,0,0,0.971836406161331,0,0,0.750427620895817,0,0,0,0
"vamb.501.faa_22958_pilon_6",0,0,0,0,2.00303318325546,0,0,0,0,0,0,0,0,0.295641296883562,0,0,0,0
"vamb.501.faa_2930_pilon_48",0,0,0,0,0.679589293876863,1.20145114803555,0,0,0,0,0,0,1.17005906250246,1.37407309572035,0,0,0,0
"vamb.501.faa_3437_pilon_15",2.66553283268681,2.07271279038974,0,1.82213764650291,1.13971010744593,0,0,2.07231526002065,0,1.95754571598418,1.95754571598418,0,2.36942841034733,1.37407309572035,2.23348997464296,2.5789258080616,1.00089609663656,1.99417748500957
"vamb.501.faa_3437_pilon_16",0,0,2.40376201003059,0,0,0,0,1.3800673834383,0,1.54728752594018,0,2.23326747517395,0,0,0.799535333528847,0,0,0
"vamb.501.faa_3437_pilon_17",0,0,0,0,0,1.20145114803555,0,0.849120679392246,0,0,0,0,0.874578805164652,0.54088125258197,1.31096876494383,0,0,1.31727196432089
"vamb.501.faa_3437_pilon_18",0,0,0,0,1.13971010744593,1.20145114803555,0,2.07231526002065,2.31529285725756,1.54728752594018,0.971836406161331,0,0,0,0.799535333528847,0,1.22341648635443,0
"vamb.501.faa_3437_pilon_19",5.09324826040637,5.67918138735175,5.255338719463,6.22004697852186,5.68766073687505,5.49793474302068,5.32370346277215,5.61718557066679,4.38441486307275,5.43625400349101,6.03142794069176,5.61840608049802,6.65845039477098,6.26180053999861,5.89488309991263,6.03725712722132,6.55123634047677,5.88718008699537
"vamb.501.faa_3437_pilon_20",2.07271279038974,2.66553283268681,0,1.82213764650291,2.81082089709635,1.20145114803555,2.77765917352716,2.07231526002065,0,1.95754571598418,3.40780899824503,0,2.36942841034733,2.3487276923669,2.23348997464296,1.41051234950702,2.94015752671996,0
"vamb.501.faa_3437_pilon_21",3.54710822252629,3.54710822252629,1.28131501133032,3.47821984461093,3.23627403558477,4.16158246703329,4.21507004209433,3.40828138708798,2.31529285725756,4.03398406315685,3.64800829695788,2.23326747517395,4.10875177035946,3.54710822252629,3.7643872908508,3.45284488113455,3.6646152855888,3.31493825171602
"vamb.501.faa_91_pilon_1",3.78942443016067,2.07271279038974,3.26057152968516,1.18143574140288,3.23627403558477,3.80705473825959,1.56191883217993,0,3.69278096069392,1.54728752594018,1.95754571598418,2.71214792893384,4.14318559731542,3.16350940329433,2.62848971062173,0,0.7376825159971,0
