"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"maxbin2.026.faa_10040_pilon_1",1.68403372841623,1.75047361196717,1.89240270134471,1.79561859104638,1.05660212485732,2.77225150186737,1.19944868309354,2.65184796738861,2.24650643857129,2.9317355629057,0,1.29283164497132,2.9891344011406,2.44397833332223,3.44328944949879,2.27139183305001,2.04071707763222,2.29595296436004
"maxbin2.026.faa_10040_pilon_11",0.635348361843721,1.75047361196717,2.13443866044263,3.27064112990648,1.05660212485732,1.11526402536146,2.28970370969442,2.0603347472521,3.08587448903463,2.31561451720404,1.98071753286415,1.29283164497132,0,1.31061189739418,0.924452911538953,0,2.04071707763222,2.29595296436004
"maxbin2.026.faa_10040_pilon_12",0.635348361843721,0.838532319501231,1.89240270134471,0,0,0,0,0,0,1.21788554411221,2.43838335277262,0,0,0,0.924452911538953,1.18647662770163,1.16722942089249,0
"maxbin2.026.faa_10040_pilon_14",0.635348361843721,0,0,1.1608050073526,0,0,0,0,0,0,0.796367947008266,0,0,1.31061189739418,0,0,0,0
"maxbin2.026.faa_10040_pilon_15",2.5801008501555,1.75047361196717,1.89240270134471,1.79561859104638,1.05660212485732,2.99965354690502,3.13407529110173,2.38619684201909,1.52238812521351,2.31561451720404,1.30652279402459,3.04446820635639,2.41615988212852,3.76383342694275,2.1990778687456,3.11366274629212,3.68202257592469,2.29595296436004
"maxbin2.026.faa_10040_pilon_16",1.68403372841623,0.838532319501231,0.746856640471177,1.79561859104638,0,0,0,1.04050220985637,0,0,1.30652279402459,1.29283164497132,1.84899462331078,0,0,1.82860091464009,1.80388824965607,1.85087478331828
"maxbin2.026.faa_10040_pilon_17",2.8250611571129,3.76677326310137,4.62846087380168,2.84380449163863,4.10437039280741,3.90652104268211,2.62902450379688,4.16278179461589,1.52238812521351,3.53710273914655,2.93177948867064,3.04446820635639,3.13872789811884,3.30492033794077,1.4833275942119,4.02782170802648,3.37065248359408,4.3613411814963
"maxbin2.026.faa_10040_pilon_18",3.94355870442091,4.57644174621307,4.97801084128862,4.37664766842092,4.49828509805136,4.11510411064048,3.93184455810489,3.88169068378266,3.81850622400267,4.29018680126402,4.04187288792775,4.50787524015738,3.61794007670734,3.68299321748074,3.854939734245,4.33195121353696,4.58780295670219,3.93918296753004
"maxbin2.026.faa_10040_pilon_19",0.635348361843721,0,0,0,0,0,0,1.04050220985637,0,0,0,0,0,0.799280991321647,0.924452911538953,0,0.698574083553167,0
"maxbin2.026.faa_10040_pilon_2",1.07493390247051,0,0,0,0,1.7366884383464,1.19944868309354,1.04050220985637,1.52238812521351,0,1.68264970215522,0,0.901105794994427,0.799280991321647,0,1.18647662770163,1.16722942089249,0
"maxbin2.026.faa_10040_pilon_20",2.28486630652505,3.27359498688675,2.96001585817408,3.27064112990648,2.41145532885474,3.36887617927913,3.13407529110173,3.24116114792809,2.72639207192728,1.21788554411221,2.93177948867064,2.76560665438587,3.71643736780271,3.59735289382544,1.88514212323074,2.8835839160182,3.1855018087773,1.20388660071104
"maxbin2.026.faa_10040_pilon_21",2.93352605656781,2.70434305245606,3.48181398103489,3.07295108977224,3.42226547499613,2.50217426933125,3.80376323686095,3.07014970592949,4.15817184553411,2.9317355629057,3.50005332588792,3.47904854978971,3.27425693600525,3.98227921674663,4.02373389461685,3.11366274629212,4.05071929154837,4.3613411814963
"maxbin2.026.faa_10040_pilon_22",6.33408624602919,6.23061846543542,6.43370554858171,8.04565034317357,7.41417113825115,7.86482349164419,7.44901273433879,7.87396404821779,7.00383830301477,5.39601291334527,5.88755313678908,5.21925056288468,7.77879469316404,7.52808630052118,7.37699742646425,6.97778707149656,7.46481358048025,7.52987390329452
"maxbin2.026.faa_10040_pilon_23",3.6575906551416,3.76677326310137,3.08056516805614,3.86730705218698,3.09764242789805,4.20907881809576,3.13407529110173,3.3940328051283,3.37341278399901,2.65631837487494,3.18649369379967,3.81257653069377,2.9891344011406,2.79116162104132,1.88514212323074,3.4864180800856,3.2810453126731,3.14103466356429
"maxbin2.026.faa_10040_pilon_24",2.70777385514067,4.25771145137993,3.56682978523261,2.23495020693108,2.67810212428871,3.52320043789653,2.62902450379688,3.53224658321327,3.61305662403735,1.86873064492804,2.22762300522026,2.41960743942852,2.6334267897136,2.62798854243262,1.4833275942119,1.18647662770163,2.8537960389548,1.85087478331828
"maxbin2.026.faa_10040_pilon_25",1.91324899919092,1.36539021308285,2.13443866044263,2.23495020693108,1.65994903980889,1.11526402536146,0,2.0603347472521,0,0,1.68264970215522,0,2.9891344011406,1.68737466189377,2.1990778687456,1.18647662770163,1.16722942089249,1.85087478331828
"maxbin2.026.faa_10040_pilon_26",0,1.36539021308285,1.2365018162754,1.1608050073526,1.05660212485732,0,1.19944868309354,1.63871664855308,0,0,1.98071753286415,0,0,0,0,0,0.698574083553167,0
"maxbin2.026.faa_10040_pilon_27",3.21718288231065,3.27359498688675,3.3914728769873,3.98457639903824,3.09764242789805,3.52320043789653,1.84520414672334,2.0603347472521,1.52238812521351,1.86873064492804,3.064750670542,1.96353681322078,2.8222157468049,4.3395702700089,3.854939734245,2.60971927097194,3.68202257592469,2.29595296436004
"maxbin2.026.faa_10040_pilon_28",1.41139279812156,2.05412610356977,0,1.79561859104638,1.65994903980889,1.7366884383464,1.19944868309354,1.04050220985637,0,1.86873064492804,0,0,3.89529770554683,1.68737466189377,1.4833275942119,1.18647662770163,1.52039706433356,0
"maxbin2.026.faa_10040_pilon_29",0.635348361843721,1.36539021308285,0.746856640471177,0,2.08409163312592,1.11526402536146,0,2.0603347472521,3.08587448903463,1.21788554411221,1.98071753286415,0,2.16027074041968,1.98584082949143,3.03275590089056,2.27139183305001,1.52039706433356,1.20388660071104
