"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"maxbin2.058.faa_10615_pilon_10",0,0,0.721851076051796,0,0,0,0,0,0,0,0,0.755234593689635,0,0,0,1.17867690289602,0,0
"maxbin2.058.faa_10615_pilon_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63512810883731,0,0
"maxbin2.058.faa_11500_pilon_7",0,0.790470089686206,0,0,0,0,0,0,0,0,0,1.24842072379177,1.20995381280955,0,0,1.17867690289602,0,0
"maxbin2.058.faa_12073_pilon_15",0,0.790470089686206,1.20075146209252,0,0,0,0,0,0,0,0,2.35823764156752,0,0,1.80697382631486,2.87153890138449,1.17867690289602,0
"maxbin2.058.faa_12073_pilon_30",0,0.790470089686206,0,0,0,0,0,0,0,0,0,0.755234593689635,0,0,0,1.17867690289602,0,0
"maxbin2.058.faa_12260_pilon_13",0,0,0,0,0,0,0,0,0,0,0,0.755234593689635,0,0,0,1.63512810883731,0,0
"maxbin2.058.faa_12636_pilon_3",0,0,1.20075146209252,0,0,0,0,0,0,0,0,0,1.85861946615855,0,0,0.881633708482573,0,0
"maxbin2.058.faa_13065_pilon_9",0,0,1.84686930081189,0,0,0,0,0,0,0,0,0,0,0,0,1.81859764605611,1.17867690289602,0
"maxbin2.058.faa_13083_pilon_1",0.947587590726281,0,0.721851076051796,0,0,0,0,0,0,0,0,1.90751530024441,0,0,0,0.507140312880426,0,0
"maxbin2.058.faa_1359_pilon_20",0,0,0,0,0,0,0,0,0,0,0,0,0,1.1851241482792,0,0.507140312880426,2.26034860145483,0
"maxbin2.058.faa_14903_pilon_24",0,0,0.721851076051796,0,0,0,0,0,0,0,1.17867690289602,0,0,1.1851241482792,0,1.42487966478735,1.81859764605611,0
"maxbin2.058.faa_14903_pilon_51",0.947587590726281,0,0,0,0,0,0,0,0,0,0,1.24842072379177,0,0,0,1.42487966478735,2.26034860145483,0
