"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"CONCOCT_65.faa_10015_pilon_3",0,0,0,0.985360847907183,0,0.882816562181427,1.12456120315867,0.57123911356451,0,0,0,0,1.79348652226752,1.13344531480801,0.662887564527197,1.83206339649651,0.830275853034164,1.04018743293204
"CONCOCT_65.faa_10015_pilon_4",0,0,0,0,0,0,2.78696452478355,0,0,0,0,0,0,0,0,0,0,1.63830076896016
"CONCOCT_65.faa_10015_pilon_5",1.72335614600926,0,2.14739627852229,0,1.73395044147814,2.38401078302954,2.78696452478355,1.29713122648501,2.74780994430237,0,0,0,0,2.62602344608798,0.662887564527197,3.11792408749726,1.49333599759155,3.0696100089309
"CONCOCT_65.faa_12334_pilon_1",0,0,0,0.985360847907183,0,0.882816562181427,0,0.57123911356451,0,2.11347311008877,0,0,0,0,0.662887564527197,0,0,0
"CONCOCT_65.faa_12334_pilon_3",1.72335614600926,0,0,0,0,0,0,0.57123911356451,0,1.41340937419526,0,0,0,0,0,0,0.602821269319426,0
"CONCOCT_65.faa_12334_pilon_4",0,0,0,0.985360847907183,1.73395044147814,0,0,0.979365653777292,0,0,2.55669138655923,0,0,0.48330252243957,0.662887564527197,0,0.332669862323834,1.04018743293204
"CONCOCT_65.faa_12334_pilon_5",1.1050198253471,0,0,0,0,0,0,0,0,1.41340937419526,2.08940058212868,0,0,0,0,1.83206339649651,0.830275853034164,0
"CONCOCT_65.faa_12334_pilon_6",0,0,0,0,0,0,0,1.55738393036974,0,0,2.08940058212868,0,0,0,0.662887564527197,0,0.332669862323834,0
"CONCOCT_65.faa_12334_pilon_8",2.15479543696166,0,1.44102528099942,0,0.828191266713416,0,1.12456120315867,1.29713122648501,0,0,2.08940058212868,1.83066397171764,0,0.48330252243957,0,1.18917915821925,0.332669862323834,0
"CONCOCT_65.faa_12334_pilon_9",1.1050198253471,0,0,0,0,0,0,0,1.28050607153157,0,1.39388627075918,1.83066397171764,0,0,0,0,0.602821269319426,0
"CONCOCT_65.faa_12401_pilon_3",0,0,0,0.985360847907183,0,0,0,0.57123911356451,0,0,0,0,0,0,0,0,1.02670593027169,0
"CONCOCT_65.faa_18011_pilon_1",0,0,0,0,0,0,1.12456120315867,1.7777861328454,0,0,0,0,0,0,0,0,0,0
