"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"CONCOCT_2.faa_10514_pilon_25",1.65489422956716,0.99042148257202,0.722728141103249,0,0,0,0,0,1.42745206301664,0.477221840864964,1.12593032310203,2.07161945213548,0,0,0,0,0,0
"CONCOCT_2.faa_1080_pilon_17",2.40544840490929,0,0.722728141103249,0,0,0,0,0,0,1.36078099420737,0,0,0,0,1.17212651115135,0,0,0
"CONCOCT_2.faa_11145_pilon_18",0.894992650742276,0,0,0,0,0,0,0,0,0.83521335006936,0,0,0,0,0,0,0,0
"CONCOCT_2.faa_11145_pilon_26",0.51581356531045,0,0,0,0,0,0,0,0,1.12179874791136,0,0,0,1.06035139761922,0,0,0,0
"CONCOCT_2.faa_1126_pilon_4",1.75013530478628,0,0.722728141103249,0,0,0,0,0,0,0,0,1.04813913933984,0,0,0,0,0,0
"CONCOCT_2.faa_11350_pilon_1",0.717824725653854,0,3.33688281225849,0,0,0,0,1.99500500301997,0,0,1.12593032310203,0,0,0,0,4.69837677089851,5.60225952529369,3.00824977891127
"CONCOCT_2.faa_11375_pilon_7",1.05276401551844,0,0,0,0,0,0,0,0,0.477221840864964,0,1.04813913933984,0,1.06035139761922,0,0,0,0
"CONCOCT_2.faa_13778_pilon_8",0,0,0,0,1.07239852354345,0,0,0,0,1.36078099420737,0,0,0,1.66488274447722,0,0,0,0
"CONCOCT_2.faa_14080_pilon_1",1.19496993970385,2.98319562809654,2.47303320386596,3.5807823612294,0,0,2.24366699041813,1.99500500301997,0,2.17904723434516,2.78912654061243,0,1.98871734192067,2.90931929226138,0,1.62304153449465,0,0
"CONCOCT_2.faa_14110_pilon_19",3.8829957666846,1.98560826974286,2.08797161239368,1.14949646344067,2.1072794125294,1.47184076592145,1.52004329795238,1.58052335819812,0,2.93829093288427,1.75053991942102,2.39819809749579,2.7944532284861,2.08960602100397,1.81018481799379,0,1.57650105844903,1.93294973298366
"CONCOCT_2.faa_14110_pilon_20",4.76647922054306,2.3065717920815,1.84847741734128,1.78103613115498,2.1072794125294,2.18507730184769,0,2.57941143503699,0,4.25056597467197,3.2136515672678,2.07161945213548,1.98871734192067,1.66488274447722,2.58826350677561,2.3675037954362,0,1.26853949675079
"CONCOCT_2.faa_14110_pilon_21",5.90406563721532,3.15285230901956,3.5115688536755,3.25225696400023,1.07239852354345,2.66021382713689,1.52004329795238,0.996671924309505,2.13074157287487,4.74824590735163,2.18499973117356,3.08321784020226,2.30989011301288,1.66488274447722,3.46303234196084,1.62304153449465,2.57437792092632,1.93294973298366
"CONCOCT_2.faa_14235_pilon_5",1.55291849778741,0,0,0,0,0,0,0,0,1.90474342700436,0,0,0,0,0,0,0,0
"CONCOCT_2.faa_15174_pilon_23",1.75013530478628,0.99042148257202,1.56115475021387,0,0,0.916001059346214,0,0.996671924309505,0,0.477221840864964,1.75053991942102,1.04813913933984,0,0,0,0,0.993658575332924,0
"CONCOCT_2.faa_16010_pilon_7",2.00309898388258,0,0,1.14949646344067,0,0,0,0.996671924309505,0,1.36078099420737,0,0,0,0,0,0,0,1.93294973298366
"CONCOCT_2.faa_16451_pilon_12",1.83947641997039,1.98560826974286,1.20200992670262,0,0,1.47184076592145,0,0.996671924309505,0,0.83521335006936,2.18499973117356,1.04813913933984,1.57493783751955,0,0,0,1.57650105844903,0
"CONCOCT_2.faa_16451_pilon_3",0.51581356531045,0,0,0,0,0,0,0,0,0.477221840864964,0,0,0.99248804050615,1.06035139761922,0,0,0.993658575332924,0
"CONCOCT_2.faa_19058_pilon_26",0.894992650742276,0,0,1.14949646344067,0,0,0,0,0,0.477221840864964,0,1.04813913933984,0,0,0,0,0,0
"CONCOCT_2.faa_19058_pilon_3",0.2808376909777,0,0,0,1.07239852354345,0,0,1.99500500301997,0,1.12179874791136,0,0,0,0,0,0,1.57650105844903,0
"CONCOCT_2.faa_20217_pilon_29",0.894992650742276,0.99042148257202,1.20200992670262,1.14949646344067,0,1.87209340307751,0,0.996671924309505,0,0.83521335006936,0,0,0,0,0,0,0,0
"CONCOCT_2.faa_20558_pilon_6",2.00309898388258,1.98560826974286,1.84847741734128,0,0,0,0,1.99500500301997,0,2.69796193208478,1.75053991942102,2.88892154757377,1.57493783751955,1.06035139761922,1.17212651115135,0,0.993658575332924,0
"CONCOCT_2.faa_22360_pilon_16",0.51581356531045,0,0.722728141103249,0,0,0,0,0,0,0.83521335006936,0,0,0,0,0,0,0,0
"CONCOCT_2.faa_22431_pilon_2",1.32440781430692,0,0,0,1.68070840100058,0,0,1.58052335819812,0,0.83521335006936,1.12593032310203,1.64879756587671,0,0,0,0,0,0
