"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"CONCOCT_15.faa_contig314pilon_pilon_10",1.68665703041537,0,0,4.55301199565405,4.61846693043033,9.79491968220499,7.63904629513289,3.74640178042503,3.30192768416299,0,0,0,6.59718279103694,4.51208947801055,3.48624053863945,2.92020318089188,1.39602252781205,4.48401895105403
"CONCOCT_15.faa_contig314pilon_pilon_100",0,0,0,1.89691546432229,1.00195970193619,1.20408381308639,2.21907002387929,2.3324985986517,0,0,0,0,1.14259151298458,2.16698926129944,0,0,0,0.796745280377509
"CONCOCT_15.faa_contig314pilon_pilon_1000",0,0,0,4.17200791753154,4.00367226018666,4.45754209789386,6.18029054839507,5.11003893880127,3.67992281269844,0,0,0,3.24098704157973,1.45703009396378,2.42603300296397,1.67348513884983,2.09203835458287,4.10583794759783
"CONCOCT_15.faa_contig314pilon_pilon_1001",0,0,0,0,1.58757484553007,0.283706314937694,1.4997648047502,1.51759025742154,1.1801773511739,0,0,0,0.852144028354304,1.45703009396378,1.96941432421995,0,1.39602252781205,0
"CONCOCT_15.faa_contig314pilon_pilon_1002",1.68665703041537,0,0,0.749354279587526,1.00195970193619,3.08703463237251,2.69686143445492,0.39014014258835,0,0,0,0,2.32938435220716,1.45703009396378,0,0,0,1.98138160811126
"CONCOCT_15.faa_contig314pilon_pilon_1003",2.44312877943634,2.84522162942093,0,2.96539692247223,2.91028572234628,3.3858922342443,3.83316879913333,2.96928044704621,0,0,0,0,1.77211579444713,0,1.96941432421995,0,3.63485472024977,2.43910867033479
"CONCOCT_15.faa_contig314pilon_pilon_1004",0,0,0,0.749354279587526,1.58757484553007,1.39500048661055,2.21907002387929,0.949768063236018,1.82052318227386,0,0,0,1.14259151298458,0.905129868492452,0,0,0,0
"CONCOCT_15.faa_contig314pilon_pilon_1005",1.68665703041537,0,2.72045741612584,5.04478282413882,4.39604789751206,4.60654321167907,5.43535239872269,5.08385985282084,4.35139583930545,0,0,0,3.87657472786539,4.33626106397226,3.66270276456288,2.4275216372273,3.43168992762234,5.15572287085811
"CONCOCT_15.faa_contig314pilon_pilon_1006",0,0,0,2.5278915276451,2.91028572234628,3.4155774193959,4.69521645992164,3.64261677885399,2.26247494009719,0,0,0,1.59117872152993,0.905129868492452,3.05141173316175,0,3.19515082457127,3.83483227912776
"CONCOCT_15.faa_contig314pilon_pilon_1007",0,0,0,0,2.17297227753462,2.29623048711481,1.8128897350596,0.39014014258835,0.882862815021959,0,0,0,0,0,1.2975116485106,0,0,0.796745280377509
