"","Read_Count_1_A1","Read_Count_1_A2","Read_Count_1_A3","Read_Count_1_B1","Read_Count_1_B2","Read_Count_1_B3","Read_Count_1_C1","Read_Count_1_C2","Read_Count_1_C3","Read_Count_2_A1","Read_Count_2_A2","Read_Count_2_A3","Read_Count_2_B1","Read_Count_2_B2","Read_Count_2_B3","Read_Count_2_C1","Read_Count_2_C2","Read_Count_2_C3"
"CONCOCT_13.faa_10106_pilon_1",0,0,0,0.884314320489656,0,1.41926492519445,0,0,0,0,0,0,2.09753199965573,1.29853173962716,0.741040675805422,0,0.981219688457869,1.14765689527033
"CONCOCT_13.faa_10106_pilon_10",0,0,0,0,0,0,0,0,1.39974660215321,0,0,0,0,0.572011395370486,2.12330372366721,0,0.981219688457869,0
"CONCOCT_13.faa_10106_pilon_11",0,0,0,0.884314320489656,0,1.81218525601955,0.800455716462348,0,0,0,0,0,0.727661942573313,1.77945877649785,2.12330372366721,0,0,2.21617955120161
"CONCOCT_13.faa_10106_pilon_12",0,0,0,1.42855740026457,0,0,0,0,0.863364563885089,0,0,0,1.20908305032226,0.980529481045734,0,1.19663076267998,0,0
"CONCOCT_13.faa_10106_pilon_14",0,1.16557719849377,0,0.884314320489656,0,0,0,0,0.863364563885089,1.29293676459536,0,0,0.727661942573313,1.29853173962716,1.22821044903171,0,0,0
"CONCOCT_13.faa_10106_pilon_15",0,1.80176247924767,1.91718605958296,0,0.878675478657573,0,0,0,0,0,2.30409046338909,0,1.20908305032226,1.29853173962716,0,1.19663076267998,0.981219688457869,0
"CONCOCT_13.faa_10106_pilon_16",0,0,1.25606160855204,0.884314320489656,0,0,0,0,0,0,0,0,1.56942291477678,0.980529481045734,1.22821044903171,0,0,0
"CONCOCT_13.faa_10106_pilon_17",0,0,0,2.13209918461922,3.35410667173673,3.22842781604406,3.30740146059305,3.18645390306786,2.9172807678592,0,0,0,2.30326040467994,3.91755081994847,4.1525506198184,1.84160097381991,2.96697225859164,4.26551685563491
"CONCOCT_13.faa_10106_pilon_18",0,2.24174512939368,0,1.42855740026457,0,0.877544837440411,0,0,0.863364563885089,0,1.85826223355554,0,1.20908305032226,0.572011395370486,2.67153078047398,1.19663076267998,0,0
"CONCOCT_13.faa_10106_pilon_19",0,0,0,0.884314320489656,2.12258850632686,0.877544837440411,0,1.23303985901698,0,0,0,0,1.20908305032226,0.572011395370486,1.59174792268995,0,0,1.778660854988
"CONCOCT_13.faa_10106_pilon_2",0,1.16557719849377,0,0,1.42081808880806,2.12067844652358,0.800455716462348,2.33681260205242,0,0,0,0,2.6433080893521,2.13952289456905,3.17896515725074,1.19663076267998,1.9717370524847,2.21617955120161
"CONCOCT_13.faa_10106_pilon_22",0,0,0,0,2.12258850632686,0.877544837440411,0,0,0,0,1.20967380039347,0,1.20908305032226,0,1.22821044903171,0,0,0
"CONCOCT_13.faa_10106_pilon_24",0,0,1.25606160855204,0.884314320489656,0,0,0.800455716462348,0,0,0,1.20967380039347,0,0,0,0,0,1.9717370524847,0
"CONCOCT_13.faa_10106_pilon_25",0,0,0,2.60296102591359,1.42081808880806,3.46557651442572,2.79352335912764,1.88800681593162,2.9172807678592,0,1.85826223355554,0,1.20908305032226,2.96575218418961,3.78201426233505,1.19663076267998,2.77500882972048,2.55143010972378
"CONCOCT_13.faa_10106_pilon_26",0,1.80176247924767,0,4.09354792319419,3.46783211158605,2.94447772527861,1.68927839007484,1.23303985901698,2.56453840995664,0,3.5239165520158,0,2.78734453668036,3.42383287628384,2.51087770504388,1.19663076267998,3.28794550338152,0
"CONCOCT_13.faa_10106_pilon_27",0,0,0,0.884314320489656,1.42081808880806,2.12067844652358,1.31225994239131,0,0,0,1.20967380039347,0,2.09753199965573,0,2.33006677997649,0,0,0
"CONCOCT_13.faa_10106_pilon_28",0,0,0,0,1.42081808880806,1.81218525601955,0.800455716462348,1.23303985901698,0.863364563885089,0,0,0,0.727661942573313,1.55894297371404,1.22821044903171,0,0,0
"CONCOCT_13.faa_10106_pilon_29",0,0,0,0,0.878675478657573,0.877544837440411,0,0,0,0,1.20967380039347,0,0,0,0.741040675805422,0,0.981219688457869,0
"CONCOCT_13.faa_10106_pilon_3",0,1.16557719849377,0,2.38665522850524,2.59266481782283,1.41926492519445,1.68927839007484,2.67862867722158,2.7516636345078,0,0,0,2.78734453668036,2.55236410130213,2.81607318869676,0,1.5598673622531,2.55143010972378
"CONCOCT_13.faa_10106_pilon_30",0,1.16557719849377,0,2.60296102591359,1.42081808880806,2.37468623615314,0.800455716462348,0,0.863364563885089,0,1.20967380039347,0,1.56942291477678,2.13952289456905,2.12330372366721,0,2.55352477310729,0
"CONCOCT_13.faa_10106_pilon_31",0,0,0,0.884314320489656,0,2.77836045928751,0.800455716462348,1.23303985901698,0,0,1.85826223355554,0,1.20908305032226,2.55236410130213,0.741040675805422,0,0,1.778660854988
"CONCOCT_13.faa_10106_pilon_7",0,0,0,0.884314320489656,0,0.877544837440411,1.68927839007484,0,0.863364563885089,1.29293676459536,0,0,1.56942291477678,0.980529481045734,0,0,0,1.14765689527033
"CONCOCT_13.faa_10106_pilon_8",0,0,0,1.82279593610106,0,0,0,0,1.39974660215321,0,0,0,1.56942291477678,0,0,1.19663076267998,0,1.14765689527033
"CONCOCT_13.faa_10106_pilon_9",0,0,0,0,0,0.877544837440411,0.800455716462348,0,0,0,0,0,1.85750850714435,1.77945877649785,1.22821044903171,0,0.981219688457869,1.14765689527033
"CONCOCT_13.faa_1022_pilon_10",0,0,0,0,1.42081808880806,0.877544837440411,0.800455716462348,0,0,0,1.20967380039347,0,0,0,1.22821044903171,0,0.981219688457869,2.21617955120161
"CONCOCT_13.faa_1022_pilon_12",0,0,0,0,0,0.877544837440411,0,2.33681260205242,0.863364563885089,0,1.20967380039347,0,0,0,1.22821044903171,1.19663076267998,0.981219688457869,0
"CONCOCT_13.faa_1022_pilon_14",0,0,0,0,0,1.81218525601955,0.800455716462348,1.88800681593162,0,0,1.85826223355554,0,0,0,0,0,0,0
"CONCOCT_13.faa_1022_pilon_15",0,0,1.25606160855204,0,0,0.877544837440411,0.800455716462348,0,0,0,1.20967380039347,0,0.727661942573313,0,0,0,0.981219688457869,0
"CONCOCT_13.faa_1022_pilon_16",0,0,0,0.884314320489656,1.81395942258485,1.81218525601955,0,0,0,0,0,0,2.48327992717066,2.13952289456905,0,1.19663076267998,0.981219688457869,0
"CONCOCT_13.faa_1022_pilon_17",0,0,1.25606160855204,0.884314320489656,0,0.877544837440411,1.31225994239131,0,0,0,0,0,0,0,1.8818698168501,0,0,1.778660854988
"CONCOCT_13.faa_1022_pilon_19",0,0,0,0.884314320489656,0,0,0.800455716462348,0,0.863364563885089,0,0,0,0.727661942573313,0.572011395370486,1.22821044903171,0,0,0
"CONCOCT_13.faa_1022_pilon_2",0,0,0,0,0,0,1.31225994239131,0,0.863364563885089,0,0,0,0,0.572011395370486,1.22821044903171,0,0.981219688457869,1.14765689527033
"CONCOCT_13.faa_1022_pilon_20",0,1.80176247924767,0,0,0,0,0.800455716462348,0,2.09663451703866,0,1.85826223355554,0,0.727661942573313,0,0.741040675805422,1.19663076267998,0.981219688457869,1.14765689527033
"CONCOCT_13.faa_1022_pilon_21",0,1.80176247924767,0,0,0,1.81218525601955,1.31225994239131,0,0.863364563885089,0,0,0,0.727661942573313,0.572011395370486,1.59174792268995,0,0.981219688457869,0
"CONCOCT_13.faa_1022_pilon_22",0,1.80176247924767,0,0,0.878675478657573,0,0.800455716462348,1.23303985901698,0,0,1.85826223355554,0,0.727661942573313,0.572011395370486,0.741040675805422,0,1.9717370524847,1.14765689527033
"CONCOCT_13.faa_1022_pilon_23",0,1.16557719849377,0,0.884314320489656,0.878675478657573,0,0,1.23303985901698,0,0,0,0,0,0.572011395370486,0.741040675805422,0,0,0
"CONCOCT_13.faa_1022_pilon_25",0,0,0,1.42855740026457,1.42081808880806,0.877544837440411,0.800455716462348,1.23303985901698,0,0,0,0,1.85750850714435,0.572011395370486,0,0,0.981219688457869,0
"CONCOCT_13.faa_1022_pilon_26",0,2.85122878364544,0,1.42855740026457,0.878675478657573,0,0.800455716462348,1.23303985901698,0.863364563885089,0,1.20967380039347,0,1.20908305032226,1.55894297371404,1.22821044903171,0,0,0
"CONCOCT_13.faa_1022_pilon_27",0,1.16557719849377,0,0.884314320489656,2.12258850632686,0,0.800455716462348,0,1.39974660215321,0,1.20967380039347,0,1.56942291477678,1.55894297371404,0,0,0,1.14765689527033
"CONCOCT_13.faa_1022_pilon_28",0,1.16557719849377,0,2.13209918461922,2.94663572478,2.12067844652358,1.98790465180785,1.23303985901698,2.34947309366338,0,0,0,1.56942291477678,2.55236410130213,1.8818698168501,1.19663076267998,0,0
"CONCOCT_13.faa_1022_pilon_29",0,0,0,0,0.878675478657573,0.877544837440411,0,0,0,0,0,0,1.20908305032226,2.13952289456905,0.741040675805422,0,0,0
"CONCOCT_13.faa_1022_pilon_30",0,1.16557719849377,0,0.884314320489656,0,1.41926492519445,1.31225994239131,1.88800681593162,0,0,0,0,1.85750850714435,1.29853173962716,0,0,0.981219688457869,1.778660854988
"CONCOCT_13.faa_1022_pilon_31",0,0,0,3.10651314291007,0.878675478657573,0,0.800455716462348,1.23303985901698,0,0,1.85826223355554,0,1.56942291477678,0,0.741040675805422,0,2.77500882972048,0
