sample,A1-s2,A2-s2,A3-s2,B1-s2,B2-s2,B3-s2,C1-s2,C2-s2,C3-s2,A1-s3,A2-s3,A3-s3,B1-s3,B2-s3,B3-s3,C1-s3,C2-s3,C3-s3
GR,0.001231,0.002090,0.001973,0.003862,0.004575,0.003390,0.003260,0.004202,0.003500,0.001231,0.002090,0.001973,0.003862,0.004575,0.003390,0.001181,0.000588,0.000093
